ax_sum,ay_sum,az_sum,gx_sum,gy_sum,gz_sum,a_sum,g_sum,ax_var,ay_var,az_var,gx_var,gy_var,gz_var,a_var,g_var,ax_min,ay_min,az_min,gx_min,gy_min,gz_min,a_min,g_min,ax_max,ay_max,az_max,gx_max,gy_max,gz_max,a_max,g_max,motion_state
-0.04640039779711514,0.3059071513824165,9.791451096534729,-0.002183985280962573,0.0013114657351707033,-0.0019010912480553,9.800683284961893,0.012436517097258185,1.8401514013207705e-06,3.020959007868767e-07,6.32473840828299e-08,1.718706486271456e-09,1.2116330554050486e-09,1.4050380954176264e-09,6.614558775685988e-08,7.031395593309484e-10,-0.002969593405723572,0.0002570135332643985,0.0483465576171875,-0.00011537993326783151,-9.54661425203085e-05,-0.00012167554348707151,0.04840557839013967,6.699102071760498e-06,0.002575136721134186,0.0029929813742637637,0.04970105648040773,9.354921989142849e-05,0.000115137323737144,7.96205829828975e-05,0.04976448242731828,0.00014245022178918066,rest
-0.050072824748349384,0.31194710956886407,9.785619478225708,-0.003368900142686454,0.0018976938074410984,-0.002050575016874051,9.797741173414709,0.01380484430502877,2.793874789830424e-06,6.859936872341538e-07,3.110085131106068e-07,2.1794971551003416e-09,1.893672588701469e-09,1.1643805529509195e-09,3.344638834218282e-07,9.305618940375506e-10,-0.003823537826538086,-0.000566502697765827,0.04768664360046386,-0.00012766582891345,-0.0001324530411511655,-9.76139213889835e-05,0.04769625801582899,1.3373621103075972e-05,0.003879830837249756,0.0041059496998786926,0.050476889610290517,0.00014006016775965652,0.000139798978343606,8.32454580813645e-05,0.05076316545280723,0.00015101390057566246,rest
-0.04512108419396099,0.3111573747359216,9.79426652431488,-0.0025828420138532056,0.002641192931512235,-0.00312585527719419,9.803661998070815,0.01247273427701151,1.8792087858262926e-06,2.651304529777629e-07,2.33171482387227e-07,1.5602929333890057e-09,1.3195609421135554e-09,1.1986616070250927e-09,2.3487255507672696e-07,7.581346744628401e-10,-0.0028358319401741027,9.929327294230451e-05,0.04768893241882324,-0.0001166652422398325,-9.0811252593994e-05,-9.9591817706823e-05,0.04774132910774569,1.0688716112867652e-05,0.0025368165969848634,0.0029909271001815796,0.05013668537139892,9.648313745856251e-05,0.00011715695261955251,7.85931199789045e-05,0.05016119252067103,0.00015756803790491084,rest
-0.04420683129690588,0.31109062947332855,9.788875670433045,-0.0029468284855965828,0.002216628335900159,-0.0026387088782484935,9.798112227274107,0.012434091153447041,1.9747132547540977e-06,1.0844772975802805e-07,3.859276444783613e-06,1.6911278159443013e-09,1.150999131717544e-09,1.3128328510918577e-09,3.87749513324154e-06,7.869547996320057e-10,-0.0026402467489242552,0.0007700686156749725,0.04539985179901123,-0.0001438072603195905,-8.0170091241598e-05,-0.0001065426412969825,0.045433684868372855,1.0715687209694603e-05,0.0022958838939666744,0.0023975737392902376,0.052505035400390615,7.373445667326451e-05,0.000108556160703301,7.67260789871215e-05,0.05256269185920075,0.00014656869872282856,rest
-0.049304409131873395,0.3115484673529863,9.79112931728363,-0.003078016051258591,0.0021258404205104714,-0.0023903889174289204,9.798495575413359,0.012217195388981248,1.0712557349741685e-06,5.710469243499143e-08,1.9021018932457138e-06,1.4263606885989608e-09,1.3129039302899283e-09,1.235913703364916e-09,1.9046115328580762e-06,7.200897873116933e-10,-0.002219819873571396,0.0008664966374635695,0.045584735870361326,-0.0001335105299949645,-9.6197985112667e-05,-0.00011423602700233451,0.04561643582616487,4.429959820035557e-06,0.001666344404220581,0.002140868157148361,0.05216490268707275,7.665580138564101e-05,0.00010626397095620599,8.7377047166228e-05,0.05222513289558622,0.00014391072989084492,rest
-0.05197621346153028,0.30882032096385953,9.794881100654603,-0.0029030513952034084,0.0017926951113258806,-0.002637027295140783,9.804536444535842,0.012491961599948703,2.196364247837463e-06,1.1818027696231499e-07,4.696544336945232e-06,1.7421949110808528e-09,1.1762768510539324e-09,1.2064005649682737e-09,4.720445674187888e-06,6.712610584118213e-10,-0.0030791315436363223,0.0005822182446718216,0.044703917503356935,-0.000139888534322381,-7.86034297198055e-05,-0.0001153236255049705,0.044736072214525406,1.1396014156563368e-05,0.002507992684841156,0.002437488436698914,0.05307185649871826,7.8196497634053e-05,0.000107169123366475,8.14126431941985e-05,0.053131621451816546,0.00015359570099275144,rest
-0.04468364155385643,0.30985989257693286,9.79082709789276,-0.002212215975514474,0.0025525395773001833,-0.0026448625139982914,9.802125846257102,0.01271152451229919,2.9414719668134933e-06,1.614885069630674e-07,3.760873110277907e-07,1.8295006618602663e-09,1.3750192579893292e-09,1.1128787921599797e-09,3.793979310351781e-07,7.199565036471512e-10,-0.003270214796066284,0.0005888001620769501,0.047589521408081065,-0.00012678992003202402,-0.00010164772160351251,-9.630450047552549e-05,0.04765536598817697,1.0348405072750302e-05,0.002694004774093628,0.002361016124486923,0.05028271198272705,0.000100437635555863,0.0001023441366851325,7.77286943048235e-05,0.05036591278613344,0.00016194307315723296,rest
-0.050959235704503954,0.31122292488813397,9.787472224235534,-0.0024172345653641863,0.003114170231638109,-0.0017755668633799313,9.797984785487772,0.012893807388828983,2.5539738901995084e-06,1.3158329807309862e-07,1.642686470229386e-06,1.906632916444567e-09,1.2438992406825038e-09,1.406842159295259e-09,1.6539531110579873e-06,8.499232581741948e-10,-0.002952105700969696,0.000765194296836853,0.04593242168426514,-0.00013086499646306,-0.0001635782234370705,-0.000127569371834397,0.04598194561858881,1.72913440634087e-05,0.0024995501339435573,0.002417824864387512,0.051990671157836926,0.00015706237405538548,0.00010504972189664801,8.094699122011649e-05,0.05206533834716687,0.0001740044935019048,rest
-0.04809854098595679,0.3087783391773701,9.794327955245972,-0.0027282911405927604,0.0018872802350961059,-0.002966549905268023,9.804430886826971,0.012913519291823468,2.39388097918267e-06,1.3608223590429316e-07,4.202390262719055e-06,1.8619055162922751e-09,1.3575262831457947e-09,1.1563882915169841e-09,4.21106234052335e-06,6.835295651703843e-10,-0.0026294717192649844,0.00062657855451107,0.04567394256591797,-0.000144422128796577,-6.84717157855625e-05,-0.00011392683722078801,0.04570999867905079,1.4134363947122016e-05,0.0022991105914115907,0.002379342019557953,0.05232900619506836,9.5371278002858e-05,0.0001129804924130435,5.9429500252008e-05,0.05237880555046429,0.00015052474968640039,rest
-0.05545226131333038,0.31095107570290564,9.795402245521545,-0.0024310264731320684,0.0024677880344097344,-0.0032057785163760676,9.805479991757743,0.012673424424076584,2.303032619902279e-06,1.6911093200563092e-07,4.242017884433418e-06,1.5987570724393525e-09,1.391162440195982e-09,1.219357261242325e-09,4.257699315051812e-06,7.334274462174159e-10,-0.0027071675658226014,0.000609788745641708,0.04594487190246582,-0.000149443559348583,-8.89784470200535e-05,-0.000108223520219326,0.04598654705217723,7.215654208468462e-06,0.0023103049397468563,0.0024587316811084743,0.05198370456695556,9.85939148813485e-05,0.000108159445226192,9.481604211032351e-05,0.052065879053574265,0.000156411009992462,rest
