ax_sum,ay_sum,az_sum,gx_sum,gy_sum,gz_sum,a_sum,g_sum,ax_var,ay_var,az_var,gx_var,gy_var,gz_var,a_var,g_var,ax_min,ay_min,az_min,gx_min,gy_min,gz_min,a_min,g_min,ax_max,ay_max,az_max,gx_max,gy_max,gz_max,a_max,g_max,motion_state
-0.003928900311875621,-0.0930805361593957,9.789348785877229,-0.0026493556272725914,0.0014055818838164622,-0.0013905317346689038,9.79741796638466,0.022554306538642536,8.046093847675609e-07,1.3196645787616394e-07,3.267072860134307e-08,2.3656110631797003e-09,6.964704800933552e-10,7.446915969354038e-10,3.334598219997188e-08,6.879233954587204e-10,-0.0015388913452625275,-0.001109195202589035,0.023868563175201418,-0.00017824396491050699,-6.957351695746175e-05,-8.215011097490776e-05,0.023871350706198047,2.974688129367407e-06,0.00149593323469162,0.0005437224358320235,0.024992148876190185,0.00011009725742042051,7.50757846981285e-05,7.7858567237854e-05,0.024996796549108833,0.00018738761798323418,rest
-0.0009660055558197184,-0.09241699484518902,9.789095275402069,-0.0018061661333649652,0.00010326505108650901,-0.0019433945638593214,9.798814548199509,0.021731477521703634,1.0326191767687866e-06,1.0730665517580983e-07,1.5299667280304326e-08,2.242612728220105e-09,6.533136239141142e-10,6.983481328425852e-10,1.588712200511941e-08,6.794409444167684e-10,-0.0017524638772010803,-0.0010245963931083677,0.024145662784576416,-0.00014102461747825124,-8.022413589060299e-05,-8.976459503173825e-05,0.024152692525234876,5.794833712189429e-06,0.0018651969730854034,0.0006145231798291205,0.02482771873474121,0.00012421236373484125,9.802354499697675e-05,8.984282612800575e-05,0.024829468357820295,0.0001442614035552026,rest
-0.008014186231885103,0.03706593584924122,9.792780168056488,-0.0011292621317124973,0.0012069158694612211,0.005839836045197428,9.805465207561886,0.024406653234933177,1.1280464756330535e-06,4.231252904770102e-07,3.1082559168549375e-08,2.2089516646892644e-09,7.503379658830095e-10,1.248910110192253e-09,3.359263326833792e-08,7.066385990514344e-10,-0.002861214280128479,-0.0011834858357906341,0.02373732328414917,-0.00011933967471122724,-8.5804620757699e-05,-0.00010848045349121075,0.023738488420690946,3.3820548285238562e-06,0.0030093997716903694,0.00209740549325943,0.025013706684112548,0.00014229491353034951,8.453802205622175e-05,0.00011093912646174426,0.02512511984144324,0.00014395960889584722,straight
-0.09765505304661928,0.28608080932870505,9.781134557723998,-0.0009598918883784762,0.0025177673500354483,0.0769464625336695,9.792874406720772,0.08040750507556331,7.988949091245174e-07,6.873044865915747e-08,1.5743766624695044e-08,2.26466738452493e-09,7.355332017083098e-10,5.09310010911226e-09,1.6093619067835526e-08,4.7264571416797366e-09,-0.0021230082213878633,0.00016083372756838798,0.024092080593109133,-0.00016784669831395148,-8.2779675722122e-05,1.3303012819960501e-05,0.024121833483968593,5.240647514739734e-05,0.0015459400415420532,0.0014574615657329559,0.024821615219116213,0.0001306869369000195,9.3121090903878e-05,0.000349719114601612,0.024838792420650953,0.0003513881572856607,turn
-0.23967307244543917,0.28841837749583643,9.779307200908661,-0.0016253218398378467,0.005648434361337401,0.15740686090663072,9.794137332365827,0.15892975616033764,8.240663069736486e-07,1.1438626103826921e-07,6.729658817081434e-08,1.9975328052665286e-09,7.648263586435331e-10,2.6990446884155465e-09,6.810245589926762e-08,2.6593922552855358e-09,-0.0025836309790611273,-0.00012370644137263276,0.023622474670410155,-0.000123810041695833,-8.18297173827885e-05,0.00022576006129384024,0.023709517649413144,0.00023317517950584543,0.001387070268392563,0.0016814807057380678,0.025347168445587157,0.00013409183360636227,9.4600049778819e-05,0.0005001426115632058,0.025438874143032822,0.0005038963576393497,turn
-0.1680818841609289,0.34307986491650805,9.79290962934494,0.0022427440319006545,-8.971611981905544e-05,0.13082555362954731,9.808114176518869,0.13293521910009684,8.015808803723618e-07,1.5579232414587287e-07,1.0752620490698461e-07,2.2226915426532126e-09,8.356648951755473e-10,8.362142877320885e-09,1.1208376018134187e-07,7.965555424558052e-09,-0.002327884137630463,-0.00022878048941493026,0.023492326736450197,-0.000132665056735277,-8.672103285789475e-05,0.00010399518534541126,0.02349723173445938,0.00010858037247359188,0.0016966159641742706,0.001948888599872589,0.025386269092559813,0.00014306977391242976,8.59051942825315e-05,0.000491403043270111,0.02543062655794456,0.0004933742732554273,turn
0.14641306952486047,0.16895374230050947,9.79455928325653,0.0005089080738525808,-0.001151937994259245,-0.07958972762862683,9.80984516755502,0.09381572952999583,1.1728373272057574e-06,3.917592911480052e-07,1.521238710645154e-07,2.3113044718033943e-09,1.622978522165725e-09,3.306340449735059e-08,1.5225617732015454e-07,2.1551068351745318e-08,-0.0020816433429718018,-0.00141448050737381,0.02346581697463989,-0.00013888630084693426,-0.00012398136779665924,-0.0006049909442663192,0.02349570797243144,1.6596974886001822e-05,0.003030054569244385,0.001621355563402176,0.025520312786102294,0.00015251712873578052,9.163842536509026e-05,0.0001562833599746225,0.025549934108965656,0.0006056440645485195,turn
0.4092362869309727,-0.08398676821161644,9.791940450668335,0.0030937829052163548,0.0032384210905774995,-0.3201647126302123,9.810689028847339,0.3210451268759771,8.905653376733661e-07,3.14664833232973e-07,1.4831888747708896e-07,2.2211581434944863e-09,1.1316240363056227e-09,9.880743271226165e-09,1.4431775803854358e-07,9.822050429714718e-09,-0.0012516525387763976,-0.001885533034801483,0.023464934825897222,-0.00014759601093828676,-8.482113480567925e-05,-0.0009650104492902754,0.023480768683588733,0.0005216621174062851,0.0037527042627334595,0.0012655387818813323,0.025480456352233893,0.000140219936147332,0.000111740082502365,-0.0005179084092378615,0.025498008538872418,0.000968719261738833,turn
0.14518050524115098,0.12142012753189191,9.798718786239624,0.005486253801755074,0.009928588056391132,-0.2990635391697287,9.808303222166145,0.30004304334707543,7.045392162492723e-07,2.488166053071587e-07,9.312685613923997e-08,2.092886635049955e-09,7.132527207877416e-10,1.0229647720601318e-08,9.346250427771588e-08,1.0165163275183804e-08,-0.0015223056077957153,-0.0014280200004577637,0.02369422197341919,-0.00010390208102762676,-5.09917736053465e-05,-0.0009555743634700775,0.023719062082709363,0.00046397626268286814,0.002367917150259018,0.0013542422652244568,0.025338702201843262,0.00012325122952461226,0.00010823830962181076,-0.0004556774720549583,0.02533904423637572,0.0009557885443619496,turn
-0.10626626887693419,0.21341583325440294,9.791179871559143,0.014284015200259976,-0.0025440045102368388,-0.12829223690554495,9.800665339635412,0.13101724089680988,6.665165645495869e-07,1.4361283927932463e-07,7.147350020215673e-08,1.9422532602277138e-09,9.741469101296228e-10,7.032142785608774e-09,7.333858998783133e-08,6.840057286825267e-09,-0.0020503628253936766,-0.0003576959297060965,0.02384526014328003,-9.11615788936615e-05,-8.7752928957343e-05,-0.0005421526730060577,0.023866026144686057,0.0001863767179202768,0.001768202930688858,0.0014919015765190126,0.02518395662307739,0.00016918033361434926,8.763746358454226e-05,-0.000180996973067522,0.025207729666669412,0.0005462905188380579,turn
